41.1,249.1,1869.2,2.1,369.5,1442.1,5,42.8,317.6,1,302,2743.8,8284.1,24787,3.9,13498,8293.2,8039.7,6439.2,35861,1.4155e+06,25572,2.1893e+05,52894,100.3,9241.8,5055.1,2120.9,15543,2055.9,9.4,2248.5,5531.1,4698.6,7450,8.9,15838,5.1,69.4,4.526e+06,8.4421e+05,7881.5,55.4,229.2,22.1,7806.4,2.4336e+06,6.9347e+06,9866.1,3.1989e+05,2.7547e+07,977,34.3,94187,37.3,1.8,26158,9,22.6,414.4,7153.5,37.7,2.3,2.6,9406.4,115.5,5.2,10.1,70878,4661.6,0
78.9,99.7,1517.2,6,409.4,1768.5,3,73.5,78.3,8.1,321.2,2717.2,5854.3,20379,1.5,5585.6,9832.8,7572.2,50533,51240,1.1574e+06,1.4925e+05,46546,48831,111.8,81208,17433,5393.7,24270,691.7,7.8,2609.1,4676.9,3853.7,4469.8,7.7,1614.9,23.1,53.4,4.721e+06,7.3058e+05,25576,27.5,193.3,17.7,2017.4,9.8593e+05,4.8323e+06,3111,1.8673e+05,1.4385e+08,839.1,42.2,1.5654e+05,28.5,1.2,26380,6.6,19.1,449.1,5858.5,42.8,3.7,12.7,7926.2,69.4,54.5,9.6,36999,4426.5,0
49.4,33.6,1079.1,22.4,145.1,571.1,1.1,35.9,113,11.9,312.8,2122.8,5686.2,29059,8.6,2403,12008,6456.3,10879,50405,1.0203e+06,1.3563e+05,1.8839e+05,58917,91.7,51274,9098.9,3601.2,6562,1544.6,24.9,585.1,2778.8,978.3,8324.4,8.9,29776,31.9,58.7,7.4769e+06,6.8702e+05,13767,79.4,251.7,25.9,2386.1,6.1597e+05,5.8053e+06,5736.4,2.7651e+05,2.6282e+07,835.9,43.5,1.4451e+05,54.5,1.2,28136,12.9,20.1,461.3,4431.2,27,2.5,2.3,7442.7,93.6,47.7,4.9,55662,3242.8,0
25.2,205,1564.3,1.5,246.9,979.7,6.8,191.5,615.8,6.3,361.1,1433.8,3778.7,7996.4,3.9,1599.3,9541.7,11056,5369.7,71872,6.729e+05,2.7543e+05,1.4472e+05,31760,116.4,65706,23663,3521.2,22815,3063.9,6.1,2898.6,899.7,5017.5,4273.6,7.7,25545,2.8,36.9,4.2246e+06,6.595e+05,4681.5,47.3,201.4,19.1,2286.2,1.3469e+06,3.7051e+06,3908.2,1.7995e+05,9.8132e+06,1518.3,13.3,89211,74,166.1,23759,19.7,77.6,449.1,2458,75.5,18.1,31.7,6314.4,108.5,182,27.3,47023,3364.1,0
41.6,294.2,1254.5,16.6,195.6,1463.6,4.3,47.6,358.2,18.8,1743,2110.6,3274.9,15115,26.6,1467.1,6429.3,7289.7,45447,43197,6.1713e+05,1.0454e+05,4.4645e+05,42631,257.7,37300,31841,2123.9,75902,4856.2,10.6,2626.5,7589.2,1852.1,32637,9,22173,23.8,51.9,5.5475e+06,4.8488e+05,39048,32.9,201.4,19.1,1.0421e+05,1.0333e+07,2.2262e+06,8309.8,3.6761e+05,1.1666e+07,1232.2,101.7,10750,65.6,54,24360,34,73.7,449.1,1890.8,679.8,20.2,33.2,8390.8,142.4,16.6,17.1,24281,2797.7,1
20.7,217,1615.6,2,224,1550.8,4.4,122.3,279.1,4.1,321.2,1037,3829.2,5304.6,0.6,1315,9056.4,5725.4,7561.9,35454,1.0079e+06,78182,20722,51637,42.8,13422,11731,3707.5,10219,16.6,23.2,846.5,3642.4,3721.8,2853.9,9,12212,1.7,36.2,1.4948e+07,5.4215e+05,12289,22.7,217.7,19.1,1613.8,4.7463e+05,4.6955e+06,4332.8,96680,9.2191e+06,1114.3,19,1.2557e+05,28.5,350.6,26660,8.8,17.1,431.6,726.7,43.7,4,3.3,8752.7,97.5,96.6,9.6,60500,4598.6,0
43.8,201,2651.4,7.7,202.7,1196.7,5.3,153.3,407.6,4.7,271.3,2087.9,7981.3,12279,10.5,2592.2,9707.1,5323.9,17545,98063,1.3481e+06,1.2813e+05,2.9969e+05,77500,425.6,11073,8642.2,4628.3,12133,120.7,15,3459.1,2326.7,1744,13462,11.7,17597,16.2,45.1,5.5498e+06,6.4208e+05,8511.4,90,284.3,17.5,4366.9,1.4889e+06,3.8755e+06,8031.3,3.9477e+05,1.3208e+07,1915,111.5,1.3813e+05,46.3,299.4,19146,7.8,16.7,520.5,2210.2,258.9,2.8,24,8061.8,203.1,73.5,12.9,61354,4512.9,0
19.8,138.7,1096.3,3.4,269.2,1092.8,3.8,49.3,230.6,5.9,503.4,1076.4,3145.9,6951.5,0.6,1229.9,11299,3207,16922,60429,1.1101e+06,1.601e+05,26630,52175,80.9,6309,3109.6,1152.4,8030.3,394.9,25.8,1810.1,13485,3568.1,2576.1,7.4,5127.1,7.3,28.8,8.6584e+06,1.0591e+06,26482,96.8,317.6,28,2021,1.1942e+06,5.7462e+06,7363.2,1.8107e+05,2.2194e+07,648,14.3,30447,29.4,1408.5,24840,4,9.8,562.6,464.3,41.5,3.6,3,8099.1,55.9,81.7,17.9,10905,3662.7,0
28.3,453.2,7168,27.2,131.3,1006.1,11.8,167.7,1472.3,17.2,572.9,3666.9,7989.1,13499,40.2,4305.8,8959.8,11843,1.2796e+05,61856,1.5136e+06,3.4405e+05,3.6118e+05,81982,312.6,1.1523e+05,79100,4584.6,29446,764.2,86.6,7417.9,12332,2982,31079,8.9,1896,6,29.8,1.9614e+06,6.3875e+05,9510.7,89.2,274.5,24,4031.8,2.9542e+07,2.8688e+06,15178,5.3914e+05,6.8265e+07,2613.5,23.4,1.3258e+05,45.1,187.9,11072,7.5,30.2,703.8,32127,385.7,2.3,2.4,6572.3,221.7,2.5,16.6,5145.1,1862.6,1
19.8,152.4,3504.5,29.1,101.2,836.1,5.6,130.2,1194.4,9,343.6,1787.4,1123.2,14700,10.4,1492.5,13516,10219,1.0323e+05,35228,9.9232e+05,1.4856e+05,1.8978e+05,36717,59.3,14500,8119.7,15127,1.2019e+05,14402,19.1,6247.4,5686.7,3159,9175.3,5.8,1915.1,5,111.9,3.1098e+06,6.952e+05,3027.9,88.6,341.9,22.2,11951,1.7138e+07,2.0559e+06,5484.3,1.5187e+05,3.3014e+07,2367.9,17.6,1.4948e+05,32.8,32.1,21686,5.6,11.6,504.3,8895.4,337.6,2.6,2.1,7356.7,169.6,36,15.7,1.0963e+05,3676.8,1
296.6,136.7,1736.5,1.1,322.9,1103,3.9,48.6,175.4,5,355.5,2993.4,5009.6,23360,23.4,4442.2,11802,14749,8083.7,42740,8.5755e+05,1.1832e+05,79296,72446,734.6,18139,2341.5,3253,8771.4,77.1,10.9,7818.1,3922.2,3178.1,7755.7,7.6,6790.2,1.5,58.7,2.8476e+06,6.3013e+05,4110.5,69.7,251.7,25.9,3491.7,6.2605e+05,6.2339e+06,4042.1,3.1157e+05,1.7323e+07,974.7,25.4,1.5828e+05,49.6,47.4,25401,34,92.2,512.2,30641,144.2,3.8,18.5,11015,172.7,69.5,12.5,79472,5037.9,0
34.3,105.3,1044.5,378,380.6,933.6,5.2,178.8,113,6.7,334.2,2772.2,2949.1,26027,8.1,4847.9,12476,3130.3,5241.2,43857,1.3085e+06,1.3478e+05,92883,31859,88.8,40276,55362,4314.5,12921,699.1,8.6,2239.6,2479.1,4190.9,4604.9,7.6,20608,3.4,35.3,3.6644e+06,7.8422e+05,6014.5,94.1,345.3,25.9,4329.4,2.9912e+05,7.7951e+06,5269.7,1.8796e+05,8.3425e+07,452.8,25.7,1.6788e+05,45.1,17.8,23290,15.4,28.4,795.1,4451.3,79,1.6,1.4,5540.4,19.1,105.3,3.6,45137,2702.2,0
41.6,180.8,1274.5,3.5,295,643.6,2.5,86.1,446.7,11.3,776.4,1539.5,5748.1,17663,30,1722.6,5876.8,7830.4,8969.7,45243,5.7458e+05,75952,61667,44454,315.6,9689.7,8262.3,1908.2,34634,4970.4,13.8,5008.8,8780.6,1134.4,15841,6.5,1660.8,6.6,27.5,3.5327e+06,4.8679e+05,20119,60,201.4,20.5,3034.1,7.4431e+05,6.1917e+06,2997.7,5.7452e+05,2.0014e+07,1432.5,35.3,1.3959e+05,35.5,48.9,12716,11.8,32.8,524.3,19837,202.9,97.3,63.1,11258,156.5,3.4,30.7,1.081e+05,4771.5,1
49.4,166.9,1164.3,1.6,111.7,762.4,3.9,58.3,290.2,6.4,323.5,2254.5,4748.2,17681,0.8,2635.1,13665,5884.9,12558,37031,1.1768e+06,1.9704e+05,2.5563e+05,33242,42.9,1285.9,2746.7,2935.9,11246,90,19,1400.8,1345.4,3335.7,3964.3,9.7,8040,2.7,33.5,4.0339e+06,1.1294e+06,2838.2,72.1,251.7,25.9,3491.7,5.2951e+05,5.2954e+06,5301.1,1.468e+05,1.3622e+07,993,10.7,89706,49.6,646.6,27087,12.9,48.5,512.2,1069.8,176.1,1.8,1.5,2997.6,68.3,118.9,4.6,30328,1851.5,0
41.1,396.5,2944.7,1.2,578.6,1448.8,5.3,130.7,659,5.3,408.3,3288.1,6033.8,30070,12.3,2678.8,6189.2,8313.6,5719.3,27343,1.6375e+06,2.0793e+05,2.7283e+05,68269,85.9,22793,16736,2424.6,6902.1,828.5,7.3,6500.8,978.3,1021.9,15879,7.6,8856.1,1.5,22.5,2.4645e+07,7.5577e+05,14808,72.1,251.7,24,2308.3,1.3112e+06,5.1056e+06,6012.5,6.8722e+05,2.1388e+07,975.9,29,1.1223e+05,39.1,60.6,34256,8.3,53.6,414.4,42517,154,2.2,2,6760.3,153.4,6.4,15.7,70493,3205.8,0
20.7,139.1,973.2,2.4,207.7,528.6,1.8,105,181.5,3.3,305.2,1615.6,1607.3,19113,10.3,2717.5,5876.8,20480,17506,33265,8.3118e+05,1.0048e+05,2.1547e+05,45356,50.8,46654,29506,1825.7,10105,439.3,12.4,2111.9,180.2,1965.9,8565.6,6.5,14349,6.6,13.1,1.5005e+06,7.3523e+05,1726.1,36.4,217.7,25,2271.3,1.8881e+06,4.8187e+06,5804.5,2.7778e+05,1.893e+07,872.1,14.2,1.1194e+05,109.3,89.1,13017,11.8,45.4,524.3,12621,61.6,3.5,2.6,4328.1,37.6,89.8,5.3,46003,2453,0
995.7,118.9,1975.4,0.8,350,958.1,7.3,59.6,344.5,3.7,312.8,2649.2,5246.6,25730,23.6,2231.2,9791.3,3597,10972,55689,1.3763e+06,2.2512e+05,1.2975e+05,85626,61.9,9809.1,3552.1,2923.7,4348.7,51.8,18.3,8876,4220.7,2050.9,8130.6,10.5,10432,7.5,33.5,5.5797e+06,8.5129e+05,20910,69.7,274.5,25.9,2563.6,3.5328e+05,6.2387e+06,7818.4,3.2078e+05,1.9319e+07,1335.5,46.5,1.5948e+05,35.4,1,28858,25.9,65.5,461.3,38734,309.1,75.2,41.7,13648,221.7,123.5,26.4,1.105e+05,4475.1,0
28.6,157.2,1517.2,0.5,198.2,628.2,6.4,88.7,303.7,6.2,271.3,1228.5,4273.8,10031,1.1,1599.3,10599,14700,6984.8,67365,1.2936e+06,1.7612e+05,1.6034e+05,78934,79.9,41910,17494,4943.6,13464,1630.7,25,1987.2,5795.3,1934.8,7816,5.7,18618,4.3,44.3,5.4646e+06,5.8541e+05,8272.7,82,225,19,1753.9,2.3964e+06,5.1352e+06,4772.3,3.6185e+05,9.8033e+07,1279.4,21.9,1.0621e+05,50.7,16.8,40475,11.1,20.8,566.8,18076,59.2,42.5,61,9836.7,114.4,106,25.5,44253,4857.2,0
1223.5,138.7,2727.1,8.5,511.3,1860.3,4.8,98,610.3,14.3,343.6,1755.6,3943.9,20532,15.5,7444.9,8797.6,3528.6,53571,47232,7.191e+05,91475,2.0007e+05,32741,43,33061,10980,957.7,29836,1142.3,5.6,5995.1,3922.6,4218,5855.6,8.7,1822.8,2.2,38.3,5.7536e+06,9.2082e+05,8577.1,136.4,293.6,26,8328.3,2.8033e+06,3.5272e+06,4949.3,2.7271e+05,2.2275e+07,1263.3,42.1,1.0771e+05,32.8,245.8,20570,4.8,10.7,504.3,8834.2,108.9,2.6,2.3,6333.5,159.4,33.9,40.6,52831,3106.5,1
30.1,188.9,3030.7,3.6,205.5,2012.2,14.1,310.1,1150.1,8.2,337.2,1682.3,4329.3,14282,0.7,7323,8609.2,21604,8146.8,47933,2.2757e+06,3.1651e+05,42229,31483,109.5,24842,8755.4,4002.6,7390.3,85,4.3,2354.3,2574.8,1299.6,1597.5,9,6983.9,9.2,63.3,6.787e+06,5.1963e+05,3758.4,43.6,201.4,20.5,3019.1,2.7138e+05,3.1883e+06,4359,1.4327e+05,1.3373e+07,1847.3,10.7,1.931e+05,35.5,198.5,39395,19.7,65.7,414.7,9525.6,40.8,3.4,2.9,6728.2,63.4,58.8,12.1,29681,3648.9,1
145.6,168.5,2145.4,12.8,231.6,834.7,5.7,112.8,390.2,3.7,289,2878.7,4259.7,21530,12.7,5136.3,8803.7,3892.5,19946,24864,1.285e+06,2.0354e+05,55164,48902,114.1,1.3151e+05,38606,6816.9,8661.5,221.6,26.1,1408.3,2566.3,3417.9,5946.6,6.5,85250,11.8,92.6,2.1648e+06,8.4414e+05,4178.8,24,234.1,21.9,6964.1,2.2615e+06,7.2498e+06,3583.1,1.4342e+05,2.6599e+07,1501.7,12.3,1.8096e+05,31.9,1.4,17260,8.8,21.3,449.1,740.2,34.3,2.9,15.3,6944,144.5,144.6,20.1,44215,3159.5,0
23.7,118,1253.3,6.8,190,1065.4,2.8,114.3,252.6,6.4,208.5,1762.4,3973.4,19531,5.1,5563,8206.2,9280,10821,45148,9.5674e+05,1.4382e+05,1.3084e+05,32126,201.6,1.3685e+05,40872,2430.2,21673,139.7,12.8,3938.5,2816.5,2432.2,5086.8,5.7,16026,5.9,86.1,5.0315e+06,7.6934e+05,8463.6,78,225,17.5,807.7,2.5446e+06,5.7281e+06,3693.5,2.1409e+05,7.7811e+07,147,16.8,31509,46.3,60.7,24562,9.6,31.9,520.5,21998,43.7,2.1,1.4,6526.5,74.6,151.2,14.5,60684,3505,1
34.1,334.1,2440.7,39.5,414.2,1839.5,3.6,51,341,10,260.9,2779.2,5340.1,24792,5.5,6188.9,10209,6847.2,31704,94093,1.1202e+06,1.8653e+05,3.7382e+05,48286,109.9,5602.7,7367.2,2378.2,11054,23.5,10.5,1787.2,5336.1,4314.8,7030.9,6.5,9162.8,9.3,100,8.0715e+06,7.2057e+05,33080,82,205.8,17.5,6519.2,9.2406e+05,4.757e+06,4692.5,4.977e+05,1.2503e+07,1531.1,97.6,1.4806e+05,38.4,45,30126,10.3,18.7,477.7,3505.7,87.1,3.8,22.4,6610.7,136.9,148.8,19.2,65742,3160.5,0
20.7,121.9,1152.9,8.5,104.5,421.2,1.2,110.7,78.3,3.4,384.8,1798.8,6540.9,14799,13.6,5232.7,11884,8755.4,19308,51895,1.1686e+06,1.7449e+05,65569,33519,11.7,43132,29011,53986,3617.4,1271.1,27.7,3165.9,4598.1,3341.3,6158.3,7.7,7348.6,14.3,33.3,3.2616e+06,6.9418e+05,1700.2,47.3,201.4,20.5,315.6,1.9004e+06,2.9608e+06,4902.2,1.7053e+05,3.0378e+07,928.2,11.9,68489,22.1,0.9,17049,8.1,17.1,414.7,20186,29.7,3.9,2,5082.1,61.5,101.1,4.5,26552,2278.6,0
